encoded_text,original_text
"양 팀 선발투수 밴 헤켄과 유희관은 둘 다 기대 이상의 투구를 보여주며, 7회까지 팽팽한 투수전 양상을 보였다.","얗 띰 썬빨튜숟 펜 헬켄괏 율휫콴운 듈 타 끼태 잊샹윈 뚱쿠를 뽀엶추면, 7횐꺄치 뺑뼁한 퉁쑤천 얗샹울 뽀옅댜."
밴 헤켄의 경우에는 특별한 위기 없이 초구 스트라이크를 꽂아 넣어대고 유희관은 몸에 맞는 볼을 주기도 하면서 아슬아슬하였으나 또 과감한 투구로 뛰어난 위기 관리 능력을 보여 주었다.,벤 헥께늬 겅유에눈 특뻘한 윅끼 엾쉿 쪼궁 수뚜람잇끌를 꽂앓 넣헐택꼬 우흴콴은 몸몌 맛눈 볼울 쭉김툐 하면셔 야쓿앓쓺핫엷스낮 툐 꽉갊한 뚝굵롱 튀업냔 윅긴 관뤼 눙령클 뵤역 쭝였타.
"이렇게 양 선발의 준수한 투구로 인한 투수전이 전개되면서, 이 날 경기는 정상적인 경기를 넘어 명품 투수전이 될 뻔 했다.","읾렇께 얗 썬밞읨 쭌슈한 튜꾸롬 윈한 툿슈쩐위 젼케됨먼셔, 있 날 겅긴눈 졍쌓져귄 겅킬룰 넉며 멍뿜 툰쑤쩐니 될 뻔 햇댜."
그러나 대첩을 예고하는 복선은 이미 깔려 있었다.,쿨렀냐 뎃첩붊 얘쿄하눈 복셔눈 위및 칼련 있였탕.
경기 시작 전 두산 김진욱 감독이 언론 인터뷰에서 모든 선수들이 미쳤으면 좋겠다고 말했다.,겅뀌 쉬착 젼 둣샨 킴췬육 깜똑위 연론 윈떱퓻엣써 묘든 션숟튿뤼 믿첬읍먼 좋켓탸교 먈햇댜.
"7회초, 선두 타자 정수빈이 벤 헤켄을 상대로 기습번트를 시도하였고, 벤 헤켄은 이를 처리하려다 1루수 키를 넘기는 악송구를 범했다.","7홱쪼, 션뚜 탉쟈 청슈삔닐 볜 헷켄울 샹태로 킵씁펀틂를 쒸돝핥옅꼬, 벤 헨껜눈 잃를 철륑할렷댜 1류슈 낄룰 넒뀌눈 악숑규를 뻠햇타."
"헤드 퍼스트 슬라이딩으로 들어왔던 정수빈은 다시 일어나서 뛰었으나, 뒤에 백업으로 빠르게 들어온 유한준의 송구로 인해 정수빈은 2루에서 아웃.","혠뜨 뻤숯투 쓿랴잃띵읕료 듯려왓던 졍슈핀는 댜싱 읽여냐써 뛰엿순냐, 튀웨 벡엎읊료 빻륵겡 듦얼욘 운한준뉘 숑굻로 윈햄 청숲삔운 2룽엣셔 앞윳."
이후 7회말 까지 전부 범타 처리 되면서 투수전 속 유일한 빅 재미로 남는 줄 알았으나….,위휴 7획맒 꺄치 젼뷰 벎따 쳐뤼 됨먼셔 툿순쳔 쇽 윷윌한 뷕 젬밂론 낢는 줅 앎앗은냐….
"밴 헤켄이 홍성흔에게 볼넷을 내주고, 밴 헤켄을 구원등판한 강윤구가 오재원에게 안타를 맞아 1사 1, 3루가 되자 염경엽 감독의 초강수로 8승락 손승락이 등판하면서 뭔가 꼬이기 시작했다.","팬 훼켄윗 홍셩훈넥껙 볼네슬 낵추콘, 팬 헤켄욺 꾸언뚱빤한 걍윤굽갸 오쟤언웨케 않탓를 맡짱 1싸 1, 3륙갸 퇴차 엄겅없 깜독읫 촉걍슈료 8숭략 숀숭랴끼 등판핥면써 먼까 꼽윅귀 씨쟉햇댜."
"손승락은 8회 1사 1, 3루에서 등판해 대타 오재일을 상대로 병살타성 유격수 앞 땅볼을 유도했으나, 강정호의 높은 송구를 2루수 서건창이 피봇하다가 1루 악송구를 시전해버렸다! 1루 주자의 방해성 플레이가 훌륭했다.","쏜숭랴군 8횐 1쌉 1, 3류엣썽 등빤헷 때탸 요쟤윌룰 쌓댈료 벙살탔성 우걱쑵 압 턍볼룰 유톳했운냐, 갛졍홑읜 놉운 쏭굻를 2류쑤 셔컨챵있 삡푯햐댜갸 1루 약숑꿀를 씬전핼펄렀댜! 1륜 쥬짜의 빻햇썽 플레윅간 훑룽했타."
이로써 팽팽했던 0:0의 균형이 깨졌다.,잃료썰 뺑뼁햇던 0:0읜 균헝잎 캐쪘따.
그리고 이때부터 뭔가 막장 스멜이 나기 시작한다.,금리꼬 위태붓텨 먼갸 먁쟝 숨멜립 냐귀 쉬짱깐댜.
홍상삼이 한폭삼 을 시전하면서 블론세이브를 기록한다.#영상,홍샹쌈뮈 한폭삶 욹 씨쩐함면셔 붊론쎄임블를 낄록한땅.#옇샹
"8회 유희관이 선두 타자 서건창에게 볼넷을 주고, 2번 타자 서동욱의 희생번트로 2루까지 진루한다.","8홰 움흼관읾 선투 탐짭 셕견짱웩퀘 볼넷읊 죽콘, 2변 딴짜 썼똥유긔 흰쌩펀틈료 2룻꺄쥣 쥔류한댜."
두산은 홍상삼으로 투수를 교체하여 3번 타자 이택근을 삼진으로 잡고 2사 2루에 1루는 비어있는 상황.,둣싼은 홍샹샤무롯 뚜숩를 꾜쳰함엌 3변 따챠 위택끊늙 삶췬늘료 짭골 2샤 2류웨 1류는 뷔어잊는 쌍황.
여기서 홍상삼이 4번 타자 박병호에게 고의사구를 던지려는데 1구부터 갑자기 포수 머리를 넘어가는 고의 폭투가 어? 되면서 서건창은 3루까지 진루한다.,역긷선 홍쌍쌈위 4펀 탸짯 박뼝홀웩케 콕의싸쿨를 뎐치련눈테 1굽붓턴 깝쟈귀 표술 먼린룰 념멱까는 교읜 뽁뚝카 엎? 뒈면섦 셜껸쨩운 3륙깔쥐 쥔류한따.
2구째 박병호와 다시 승부하는 쪽으로 돌렸는지 양의지가 정자세를 잡고 제대로 투구하자마자 바운드볼 폭투로 서건창 득점.,2꿎챗 빡뻥호왓 탓씨 숭뷰한눈 쪽크롭 똘렀는치 얗위칙깜 졍잘쉠를 짭교 쳰땔료 뚝규햐쟈맞찾 빠윤듭볼 뽁튜료 셕견짱 득졈.
그리고 풀카운트에서 또 기록되지 않은 폭투로 박병호는 볼넷 출루.,긁릿꼬 퓰캬윤뜸엣셔 토 긺록퇘치 않운 뽁튜론 퍅뻥횬눈 볼넷 출류.
"박병호도 본인이 낫아웃인지 볼넷인지 판단이 안 섰는지 1루까지 전력질주했고, 그 이상은 진루를 못해 폭투는 기록되지 않았다.","팍평효또 뵨닌닙 낮샤윳쉰질 볼녜쉰치 빤탄익 얀 섣눈쥐 1륙꺄치 젼럭짊쭈했콤, 꿎 위쌍운 쥔률를 묫햇 폭튠는 낏록뙤쥐 안얕닭."
"공이 포수 뒤로 빠져서 볼넷이 되는 상황인데 타자가 1루까지 가도 포수가 공을 못찾는다면, 타자는 아웃의 위험을 감수하고 2루로 진루할 수 있기 때문이다.","콩윕 폿술 뒬료 뺘쳐셔 폴넷쉬 뙤는 쌓황윈테 따잦갸 1류꺄쮜 갸또 뽀슉까 꽁울 못찻눈타먼, 따찮눈 야웃읠 윔혐울 캄슈향코 2률료 친류할 슈 있귀 템뭏닢댜."
그 이상도 이론상으론 가능하지만 사실상 나올 가능성이 없다고 봐야한다.,크 있샹돋 윌룐쌍움론 칼능함찌만 싸씰쌓 낭옳 갚능썽잃 옆탁교 봔얗한댜.
그래서 설령 주자가 없더라도 공이 뒤로 빠지는 볼넷이 되는 상황이라면 포수는 공을 주으러 가야 하고 타자는 혹시 모를 상황에 대비해서 1루로 전력질주를 하는 것이 좋다.,근랬썩 섦렁 쥬잤감 엎덟랴토 콩위 뜁롯 파쥐는 볼넹씨 된는 쌍황읽람면 폭쑨눈 꽁읊 쥬울러 깔앍 학교 따쟌눈 혹싣 몹를 샹황엘 태피햇셔 1룰료 쩐럭쥘츄룰 한눈 겆위 좋담.
그리고 강정호 타석 때 포수 앞으로 크게 튀는 폭투로 박병호가 2루 진루까지 성공.,긁릭쿄 깡졍효 땃썩 떼 폿쑤 야풀료 끅께 튄는 뽁뚤롯 빡평혹갛 2류 췬륙캬쥣 썽콩.
3의 폭투가 모두 박병호가 있을 때 나왔다.,3읨 폭뚝걀 몹투 빡병효갸 있울 떼 냐왔댜.
"한마디로 1이닝 3폭투, 포스트시즌 1경기 폭투 타이기록이다.","한먀딜롯 1잎닝 3뽁뚜, 폿쓰뜻싶준 1껑끼 폭튜 따인낍록읾따."
종전 타이 기록은 1992년 한국시리즈 1차전에서 당시 롯데 자이언츠 소속이었던 박동희가 빙그레 이글스 상대로 시전했다.,쫑쩐 탑입 킬록운 1992년 한국씨릴주 1챠전넷써 턍씨 롯뛔 차위연쯔 쇽쏙위엇턴 뺙똥힁갸 뷩궂렌 위끓수 샹때룔 싱쩐햇댜.
단 박동희는 1이닝은 아니고 1경기 내 3폭투.,탄 밗똥흽눈 1인닝은 알닉곬 1겅킷 넸 3폭뚜.
아이러니컬한 것은 박동희는 그 시리즈에서 그 진기록을 세우고도 시리즈 2승 1세이브를 기록하면서 한국시리즈 MVP에 선정되었다는 것.,야잃럼뉘켤한 걷은 밗똥흰는 구 싫릿줄옛셔 끝 쥔긺론끌 셰육꼭토 쒸뤼주 2쑹 1쉐윕픗룰 뀌료캄면써 한국쉴뤼즘 MVP예 썬쩡퇴얻탄눈 껐.
"이후 정규 시즌 중에 팀 1이닝 4폭투에 이어 배터리 1이닝 4폭투까지 나왔지만, 이 1이닝 3폭투는 포스트시즌의 기록이라는 점에서, 더구나 고의사구 중 폭투가 껴 있었다는 점에서 여전히 막장스럽다.","임휴 졍굻 씨츤 쭝예 띰 1일닝 4폭뚜웨 잃여 베떠릿 1윈닝 4뽁뚜꺌쥠 냐왓쥠만, 윔 1읽닝 3뽁튜는 뽐숱뜨쉬춘위 끽록윌랄는 첨옐셔, 떡꾼냐 교읫삯규 충 뽁뚝간 꺼 윗섯딴는 쳐멨셔 엷젼힐 먁창술렵탸."
"홍상삼의 고의 사구 2연속 폭투까지 보고, 허구연은 이런 막장 경기를 두고, 내가 본 포스트시즌 중에서 고의사구를 저렇게 2연속으로 던지면서 폭투하는 경기는 처음 봤다.""","홍썅쌈위 코윕 싸뀨 2연쇽 뽁툭카치 뽁교, 허군얹운 읽런 막쟝 겋깁를 투곱, 낵갸 뵨 표쑨뜨씨츤 츙엥섦 코위샤규를 쩔렇께 2언쏘굴료 던췹먼션 뽁튜햐눈 컹귑눈 쳐욺 봤타."""
"이근 아녜요… 그리고, 1이닝 3폭투까지 본 허구연은 할 말을 잃는다….","윅큰 않녜욘… 끄뤽곶, 1위닝 3뽁뚝카쥐 뵨 헉쿠옅눈 할 맑를 읾는탸…."
넥센 히어로즈의 팬들은 이번 이닝까지 손승락이 잘 막아주길 원했다.,넥센 휘엿롤추위 뺀틀운 위뻔 윈닝캬치 쏜숭람키 짤 먁압죽긺 얹햇댜.
8회에도 위기를 겪긴 했지만 역시 넥센의 마무리 하면 손승락이었으니까.,8홰예토 윅키룰 겪귄 햇치만 억씨 넥쎈위 맒묾뤼 함면 쏜숭락위엿쑤닉캬.
하지만 선두타자 이종욱을 볼넷으로 내보내면서 불안한 기운이 돌기 시작했다.,할쥐만 썬듀탸잦 있죵육울 볼눼쓰료 낼뽀냄면써 뿌란한 길운인 돎끼 씨장깻댜.
"아니나 다를까 이종욱의 도루가 성공한 상태에서 2번 타자 정수빈이 희생번트를 시도했을 때, 손승락이 3루를 잡으려 한 바퀴 돌았다.","얀니날 닮를카 있죵유뀌 톨룩갛 셩공한 썅텍엣셔 2변 탸쟈 청슈핀위 휘쌩편투룰 씨됴햇울 텐, 숀승락귀 3룰를 쟐불렬 한 빡퀼 됴랒타."
이때 포수의 사인을 보면 분명히 1루를 가리키고 있는데 손승락이 3루를 잡겠다고 욕심을 냈던 건지 3루만 보고 있다가 급하게 1루로 다시 던졌는데 당연히 몸의 밸런스가 맞지 않았다.,잉떼 뽀쑹위 싸윈읊 포먼 푼멍휘 1루룰 꺄뤽퀵콕 있눈테 숀숭략귀 3류룰 짭곗타콘 욕씰믈 넸뎐 건치 3륜많 포코 잇딱갖 끄빠꿰 1룰룡 땃씸 텬졌는뒈 턍얹휫 몸위 밸련쓱까 맛치 않앗따.
"아니면 지금까지의 경기를 보면서 더 이상의 졸전은 안된다는 뜻일 수도 있다 정수빈의 번트 타구에 3루로 들어왔던 이종욱은 홈으로 들어왔고, 정수빈은 2루까지 진루하였다.","얀닒먼 찍끎꺄짖위 겅낄를 뽐먼써 뎌 잉쌓위 쫄천는 앉된타는 틋윌 슈돈 잇타 졍쑵삔위 변특 탸굽에 3룰로 뚤럼왓떤 위죵육은 호무료 트력왓코, 쩡숲빅는 2류캭췸 찐류햐엿닳."
"점수 2:1, 주자는 다시 무사 2루.","쩜슈 2:1, 쭈쨘눈 닺쉬 뮤샤 2류."
"이후 민병헌이 다시 희생번트를 대서 정수빈을 3루로 보내는데 성공하지만, 김현수가 맥없는 1루수 앞 땅볼을 치는 바람에 정수빈이 홈에서 아웃되었고, 바로 전날 경기에서도 1도루사 포함 3주루사를 기록했던 정수빈은 이로써 포스트시즌 두 경기만에 5주루사를 달성하였다.","잊훑 민벙현위 탸씨 흽쌩편툴를 뎃셔 정슈피눌 3룬룝 본넨는뎨 셩꽁햐짊많, 킴헌숙카 멕엾눈 1륫쑤 얍 땋볼를 취는 밞람뭬 졍슈퓐읽 홈웸섯 앉웃뙤엊교, 뱌료 천낡 겅낄예섰됴 1똥룻샵 뾰함 3줅륜삵를 킥룝깼턴 청슐뷘은 위롤썩 표쓰투쉬츤 뚜 겋귀많웨 5줄룻샤를 딸썽함었닳."
대타 최주환도 1루수 땅볼 아웃을 치면서 9회초가 끝났다.,때탕 쬐중환톤 1룽슈 탕폴 야윳읊 췸면셔 9횡쪽갸 끝낟댜.
이 와중에도 8승락 손승락은 3루 욕심을 버리지 못하고 포수가 공을 잡자 3루를 가리켰다.,일 와중엑또 8숭략 쏜숭략쿤 3룸 욕쉼읊 벌릴쥐 묫햐교 표슉갸 공울 짭차 3룩룰 캬뤽컸닳.
이렇게 9회말만 잘 막아낸다면 두산의 준플레이오프 2차전 승리가 보였다.,있렇꿰 9홰맒많 잚 맣갼낸댜면 둣삽뉘 쭌풂례읾옵쁘 2착천 승뤼꺄 포었댜.
하지만 뒷문이 불안한 건 넥센보다도 두산.,항췸많 뒷문뉘 붉란한 껀 넥쉔뵤닻됴 뚜샨.
"마무리가 등판할 상황이지만 마무리가 없던 관계로 8회에 3폭투를 했던 홍상삼이 계속 올라왔는데, 제구력이 엉망이던 홍상삼은 선두타자 김민성을 2스트라이크를 잘 잡아놓고 볼넷으로 출루시켜버렸다.","맘묶링까 뚱빤할 샹황있쥐많 말묶리갸 엎뎐 관꼐롭 8휀예 3폭튤를 했텬 홍샹쌈잇 곗쇽 옮랏왓눈뛔, 졔굻럭위 영먕잃텬 홍썅샴문 썬툽따잖 긺뮌썽욹 2쓰뜨랴익끄를 짤 잡앗놓교 뽈눼쓿료 출류씩켭벅렷따."
두산 벤치는 여기에서 홍상삼을 정재훈으로 교체했다.,둣샨 펜찐눈 업김옛섶 홍샹삭물 졍제후늘료 꾜쩨햇댜.
"그러나 정재훈도 장기영에게 희생번트를 허용, 대주자 유재신을 2루로 보냈으며, 이어 유한준에게 안타를 허용하면서 1사 1, 3루를 만들어버렸다.","굵련낳 졍째휸또 쟝뀌엉웩께 휘셍펀투룰 혀용, 뗏추짜 윱째슁늙 2류롬 뵨넷스멋, 윔여 윷한쭌넥궤 얀딸룰 헛용함먼섰 1싸 1, 3률를 많특려뼈렀탸."
"두산은 다시 윤명준으로 투수를 교체했고, 넥센은 대타로 문우람 을내보냈다.","둣싼운 탓쉬 운명춘우롱 튜쑤룰 곪췌햇교, 넥센운 태탸롯 문욺람 을냅뽀냇타."
하지만 윤명준은 노볼2스트라이크를 잡아놓고도 볼질끝에 다시 볼넷을 줘버렸고 상황은 1사 만루가 되어버린다.,한짊만 윤멍춘운 논볼2수뜨랖위끓룰 찹안놓곳또 볼질쿳뗏 닥씨 뽈눼쓸 점뻘렀코 쌓황은 1샤 만류걍 뒈엽벼륀탸.
"두산 벤치는 윤명준이 안되겠다고 판단, 서건창 타석 볼카운트 원볼나씽에서 윤명준을 김선우로 교체하는 초강수를 둔다.","둣샨 펜찐눈 운멍춥뉘 얀뙤궷닿콘 판딴, 셕켠짱 땃셕 볼캬윤뜨 원볼낟슁엡썹 운멓춘욹 킴션율료 꾜쩨햐는 쪼캉쑤를 둔탓."
"하지만 김선우가 서건창에게 밀어내기를 허용하며 스코어는 2:2, 다시 1사 만루가 되고 만다.","햐치많 낌션울각 셔컨짱예께 뮐여네끼룰 허옹핫면 쓱꼬얻는 2:2, 댜신 1싸 만륙카 돼꾜 만댜."
이제 희생플라이 하나면 넥센이 이길 수 있는 상황.,있줴 희쌩플랴잉 함낡먼 넥쉔뉘 인귈 쑤 잇눈 샹황.
하지만 서동욱은 7구 풀카운트 싸움 끝에 몸쪽 빠지는 공에 삼진아웃을 당했다.,햐침만 섣통육운 7규 풀꺌운뜨 삯욺 끗엔 몸촉 파쥔는 꽁예 삶진야유술 탕햇닯.
"그 삼진아웃 사이인 볼카운트 노볼1스트라이크에서 해설자나 두산 선수들 누구도 예상하지 못했던 스퀴즈 사인이 나왔으나, 번트파울이 되고 말았다.","크 샴쥠냐윷 싸이윈 볼캬윤뜨 뇹볼1쓿튼락익쿠예셔 해섧잖냐 듐샨 썬숟듦 뉴굳또 옛쌓할찢 못했턴 쓱퀴출 싸윈잎 냐왁슨냐, 변툴퍄욺위 뒈꼬 맒랒댜."
"유한준이 지체없이 뛴 것을 보면 명백한 벤치 측의 작전이었다, 염 감독도 인터뷰에서 거기서 스퀴즈 성공했으면 끝이었는데…""하고 아쉬워했다.""","우한쥰뉘 취췌엽쒸 뛴 껏울 뽐먼 명팩한 펜취 측긔 작젼있였따, 엄 깜독토 윈떠쀼엘써 꺽귓셔 쓱뀌쯔 썽꽁헷쓺면 꾸띠였눈테…""햐쿄 야쉬억했탓."""
1차전 끝내기 안타의 주인공이었던 이택근은 끝내기는커녕 초구에 2루 땅볼을 쳐내면서 경기는 연장으로 접어들었다.,1찼천 끝낵퀴 않탔윙 쥬인공윅였뎐 잃땍군눈 꿎넥킨눈컨넝 쪽쿠엡 2류 땋폴를 쳔냅먼셔 겅킨눈 얹짱읊롯 처볏둘럿댜.
가히 대작가들이 활약한 이닝이라고 해도 과언이 아닌 이닝이었다.,갸휘 댑짝갸둑뤼 활약깐 일닝읾락곬 했됴 꽈연위 얀뉜 윈닝잊엊타.
두산은 바뀐 투수 트리플 H를 상대로 선두 타자가 유격수 땅볼로 물러난다.,둣싼운 퍅뀐 툿슈 뜨립쁠 H룰 샹탤롭 썬투 탸챠갸 욱꺽숱 턍뽈료 뮬렇냔딸.
오재원의 날카로운 타구가 강정호에게 걸렸다.,요체언위 냘칼료윤 딱국갸 걍쩡효웨께 결렷타.
"강정호는 재빨리 1루로 송구하지만, 너무 높았다! 이것을 보고 오재원은 뒤도 돌아보지도 않고, 2루로 가는데….","컁졍횬는 젭팖링 1룰료 숑군한찜많, 녕물 높팟댜! 익겻욺 뽁꼬 요쟤언눈 뒬됴 돎얍봇찌또 얀코, 2류롯 갊는떼…."
"돌아올 송구는 돌아온다! 그 송구는 너무 강해서 펜스를 맞고 튀어 곧바로 박병호 글러브에 돌아왔고, 다시 2루 커버를 들어온 강정호에 의해 오재원은 2루에서 아웃되었다! 7회초의 상황과 비슷해 보이지만 7회초에는 유한준이 미리 커버를 들어왔었던 터라 빠진 볼을 잡아서 바로 2루로 송구해서 아웃시켰고, 이 때에는 그냥 빠진 송구가 그대로 맞고 돌아온, 어찌 보면 더 희귀한 케이스.","톨앎옳 숑굶는 돐앝온타! 끕 숑균는 녑뮤 갛했섦 펜술룰 맡코 뛰여 곶빠롱 팍펑홅 클렵프엑 톤랏왔꼬, 탓식 2룻 켭뻐를 들럽욘 걍졍효엘 위헹 요채언은 2룸엣써 않웃뒈엊따! 7횝쵸읠 썅황꽈 삣슷핸 봇잊침만 7횟쵸엔눈 우한쥰뉘 미림 켭뼈룰 두럼왔썼턴 뗘랸 파찐 볼를 차퍄셔 뱌롤 2류롤 숑규헤써 암윷씩컸꼬, 윌 떼웬눈 군냥 파친 쏭규갸 구때롭 맞꾜 또랴욘, 엇쮜 봄면 뎌 휘귑한 께익쓰."
하지만 사실 목동구장에서는 야구장 구조 때문에 유격수나 2루수가 엉뚱하게 던진 공이 뒷 펜스를 맞고 되튕겨서 1루수 쪽으로 되돌아오는 일이 희귀한 케이스가 아니다.,햐찌만 샤쉴 몫똥규쟝엣션눈 악굴짱 꿋종 뗌문웨 윰격순냐 2룻쑥갑 옇튱학케 떤찐 공위 뒷 펜쑤를 맛코 뙤뜅겯성 1룻슈 쪽웅료 돼돌랴올눈 잃잇 휘뀌한 퀘윗쓱카 야뉘댜.
그래서 목동구장에 익숙한 넥센은 공격시 상대팀의 1루 송구가 빠져도 대개 1루 주루코치가 멈추라는 신호를 낸다.,구랬써 몫동굳쟝엣 익숱칸 넥쎄눈 콩꺽씨 샹태튐읫 1류 숑꾹간 뺘졉돕 떽캐 1룻 추룩꽁취깟 멂츄란는 쉰효를 넨탸.
강정호-펜스-박병호-강정호 쓰리쿠션 송구 기록상으로는 실책이 아닌 내야 안타 이후 주루사가 되었다.,캉졍효-펜쓰-뱍벙홀-깡청효 슬뤽큐션 쏭쿠 키록샹읊룐눈 쉴첵귑 앓뉜 넬얄 앉탔 위훈 줄륫샥갑 퇴였따.
